# Landmarks detected on a calibration target
# calibration_data/images/image0001.png
# CalibrationDetectorChessboardX
# BoofCV Version: 0.41
# BoofCV GITSHA: 1149a348371b50f5da3c080e9538dff94ad8f672
# (landmark id), pixel-x, pixel-y
0,234.4419403076172,169.26528930664062
1,232.43264770507812,142.45101928710938
2,230.1011505126953,114.45875549316406
3,227.6783905029297,86.31534576416016
4,225.3533172607422,57.05179214477539
5,223.3250274658203,27.309890747070312
6,260.94427490234375,168.91929626464844
7,259.0294494628906,142.1049346923828
8,257.1854553222656,114.09761047363281
9,255.04466247558594,85.87860870361328
10,253.38807678222656,56.41109848022461
11,251.42172241210938,26.49399185180664
12,287.6042175292969,168.6851043701172
13,286.1446228027344,141.54330444335938
14,284.5286865234375,113.68608856201172
15,282.8732604980469,85.12466430664062
16,281.4451599121094,55.79956817626953
17,279.69677734375,25.752126693725586
18,314.44622802734375,168.62277221679688
19,313.4130859375,141.2701873779297
20,312.10968017578125,113.37311553955078
21,311.12322998046875,84.23831176757812
22,309.72955322265625,54.68991470336914
23,308.5264892578125,24.37339973449707
24,341.6585998535156,168.26309204101562
25,341.05419921875,140.97540283203125
26,340.2497253417969,112.9533462524414
27,339.21209716796875,83.72848510742188
28,338.52630615234375,53.91685104370117
29,337.8639831542969,23.567607879638672
30,369.0708312988281,167.74734497070312
31,368.7915954589844,140.456787109375
32,368.4024963378906,112.41740417480469
33,368.12542724609375,83.16710662841797
34,367.750732421875,53.258262634277344
35,367.181396484375,22.79973602294922
36,396.6280517578125,167.4091796875
37,396.64666748046875,140.01426696777344
38,396.65093994140625,111.30247497558594
39,396.6883544921875,82.44515228271484
40,396.6236877441406,52.42148971557617
41,396.55169677734375,21.55998992919922
42,424.8712158203125,167.08119201660156
43,425.1890869140625,139.37913513183594
44,425.4918212890625,110.69326782226562
45,425.8141784667969,81.31568908691406
46,426.09893798828125,51.303550720214844
47,426.35113525390625,20.74064826965332
